Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	69.628768	0.000000	0.000000	0.000000	0.000000	0.000000	621.024000	621.024000	2400.000000	2400.000000	2400.000000	514.825804
P2G_STORAGE	6638.519917	8595.850698	10090.484546	8961.677943	7093.811605	5286.199020	3418.332682	1550.466344	195.391080	0.000000	1942.221473	4452.208695

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.834710	0.000000	2.470800	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.598383	0.103614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.533836
POWER_TO_GAS	3.918120	3.883593	6.089175	11.279762	11.279762	11.279762	11.279762	11.279762	11.279762	9.455681	3.863219	4.498185
GAS_TO_POWER	0.000000	0.000000	1.918522	7.520894	8.228002	8.228002	8.228002	8.228002	7.756597	5.515925	0.149917	0.000000
