Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
H2_ELECTROLYSIS	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283
PYROLYSIS	0.955595	0.955595	0.955595	0.955595	0.892922	0.892922	0.892922	0.892922	0.955595	0.955595	0.955595	0.955595

Resource [GW]
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
DIESEL	0.000000	0.000000	0.000000	0.000000	0.062672	0.062672	0.062672	0.062672	0.000000	0.000000	0.000000	0.000000
OIL	1.083190	1.064838	0.569320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055449	0.617281	1.391513
NG_CCS	17.500000	17.500000	17.500000	16.841313	11.401854	8.261498	11.083711	9.018121	17.155880	17.500000	17.500000	17.500000
WOOD	1.433392	1.433392	1.433392	1.433392	1.339384	1.339384	1.339384	1.339384	1.433392	1.433392	1.433392	1.433392
COAL_CCS	1.745632	1.745632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.745632
WASTE	1.949772	1.949772	1.949772	0.549659	0.260556	0.260556	0.260556	0.260556	0.429693	1.949772	1.949772	1.949772

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_DIESEL	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840	0.304840
BUS_NG	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936	0.265936
BUS_FC	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
