Indicator	Value [MCHF/y]
CAPEX	6554.59
OPEX	4691.13
TOTEX	11245.72

Indicator	Value [ktCO2-eq/y]
GWP_construction	263.55
GWP_op	22736.45
GWP_total	23000.00
