Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	523.744541	8.068741	0.000000	0.000000	0.000000	895.537097	1773.767181	2400.000000	2400.000000	2400.000000	2168.591805	1087.781656
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.243802	1.180417	0.841711	0.000000	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.758114	0.767375	0.010845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321400	1.452702
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
