Indicator	Value [MCHF/y]
CAPEX	7303.83
OPEX	4410.99
TOTEX	11714.81

Indicator	Value [ktCO2-eq/y]
GWP_construction	334.51
GWP_op	16665.49
GWP_total	17000.00
