Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	233.809640	719.847962	0.000000	0.000000	0.000000	0.000000	0.000000	621.024000	2400.000000	2400.000000	2400.000000	888.907586
P2G_STORAGE	0.000000	0.000000	1349.488148	1630.589398	1219.627842	821.923111	410.961556	0.000000	54.832590	1630.589398	935.153611	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.723271	0.000000	0.000000	0.000000	0.000000	0.000000	0.834710	2.470800	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.880508	0.000000	0.967538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.031038
POWER_TO_GAS	2.052708	0.000000	2.418438	3.196586	3.196586	3.196586	3.196586	3.196586	3.196586	3.196586	3.196586	3.196586
GAS_TO_POWER	1.154677	0.000000	0.000000	1.505303	2.212410	2.212410	2.212410	2.212410	1.741006	0.209620	2.522555	2.740843
