Indicator	Value [MCHF/y]
CAPEX	12845.92
OPEX	2732.68
TOTEX	15578.60

Indicator	Value [ktCO2-eq/y]
GWP_construction	518.11
GWP_op	9481.89
GWP_total	10000.00
