Indicator	Value [MCHF/y]
CAPEX	8502.48
OPEX	3076.65
TOTEX	11579.13

Indicator	Value [ktCO2-eq/y]
GWP_construction	355.74
GWP_op	13134.26
GWP_total	13490.00
