Indicator	Value [MCHF/y]
CAPEX	6458.83
OPEX	4691.13
TOTEX	11149.96

Indicator	Value [ktCO2-eq/y]
GWP_construction	256.85
GWP_op	24743.15
GWP_total	25000.00
