Indicator	Value [MCHF/y]
CAPEX	9185.19
OPEX	2918.64
TOTEX	12103.84

Indicator	Value [ktCO2-eq/y]
GWP_construction	384.72
GWP_op	11615.28
GWP_total	12000.00
