Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
NUCLEAR	7.893359	7.893359	7.893359	4.752845	2.702098	1.297077	1.365232	1.678432	5.622017	7.398765	7.893359	7.893359
HYDRO_DAM_EXISTING	2.020000	2.020000	1.535200	1.292800	1.696800	2.262400	2.181600	2.100800	2.343200	1.696800	1.696800	1.858400
HYDRO_DAM	0.110000	0.110000	0.083600	0.070400	0.092400	0.123200	0.118800	0.114400	0.127600	0.092400	0.092400	0.101200
HYDRO_RIVER_EXISTING	1.140000	0.988000	1.178000	1.672000	2.356000	2.926000	2.926000	2.698000	2.090000	1.406000	1.330000	1.292000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.576594	0.627775	0.627775	0.627775	0.627775	0.627775	0.015143	0.000000	0.000000
IND_BOILER_WASTE	1.598174	1.598174	1.275002	0.523222	0.472041	0.472041	0.472041	0.472041	0.472041	1.084674	1.598174	1.598174
IND_HEATER_ELEC	0.000000	0.000000	0.323172	0.498357	0.498357	0.498357	0.498357	0.498357	0.498357	0.498357	0.000000	0.000000
DHN_HP_ELEC	0.333297	0.333297	0.333297	0.000498	0.000000	0.000000	0.000000	0.000000	0.000000	0.195974	0.333297	0.333297
DHN_BOILER_GAS	0.193993	0.188076	0.028335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043796	0.293387
DHN_GEOTHERMAL	0.129958	0.129958	0.129958	0.129958	0.027748	0.027748	0.027748	0.027748	0.096220	0.129958	0.129958	0.129958
DEC_HP_ELEC	8.638920	8.561155	6.461500	1.714726	0.364726	0.364726	0.364726	0.364726	1.264726	4.284081	6.664726	9.945371
DEC_THERMAL_HP_GAS	1.363552	1.351278	1.019872	0.270649	0.057568	0.057568	0.057568	0.057568	0.199622	0.676192	1.051949	1.569760
DEC_BOILER_GAS	3.638757	3.574187	2.643357	0.609647	0.010418	0.000000	0.000000	0.000000	0.406431	1.731298	2.782515	4.208911
DEC_BOILER_OIL	1.727784	1.712231	1.292300	0.342945	0.072945	0.072945	0.072945	0.072945	0.252945	0.856816	1.332945	1.989074
THERMAL_SOLAR	0.062505	0.093758	0.125011	0.125011	0.145846	0.156263	0.156263	0.156263	0.135428	0.104176	0.072923	0.052088
DEC_HEATER_ELEC	1.846321	1.829701	1.380960	0.366473	0.077950	0.077950	0.077950	0.077950	0.270299	0.915599	1.424394	2.125538
H2_ELECTROLYSIS	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283
PYROLYSIS	1.027397	1.027397	1.027397	1.027397	0.764073	0.764073	0.764073	0.764073	0.976473	1.027397	1.027397	1.027397

Resource [GW]
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
DIESEL	0.000000	0.000000	0.000000	0.000000	0.263325	0.263325	0.263325	0.263325	0.050925	0.000000	0.000000	0.000000
OIL	1.011388	0.993035	0.497517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.545478	1.319710
NG	5.162112	5.075826	3.648042	0.858044	0.050134	0.038570	0.038570	0.038570	0.584886	2.374789	3.840698	6.040489
WOOD	1.541096	1.541096	1.541096	1.541096	1.146109	1.146109	1.146109	1.146109	1.464709	1.541096	1.541096	1.541096
URANIUM	21.312069	21.312069	21.312069	12.832681	7.295664	3.502107	3.686127	4.531767	15.179445	19.976664	21.312069	21.312069
WASTE	1.949772	1.949772	1.555502	0.638331	0.575891	0.575891	0.575891	0.575891	0.575891	1.323302	1.949772	1.949772

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_DIESEL	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776
BUS_FC	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
