Indicator	Value [MCHF/y]
CAPEX	6847.12
OPEX	4167.17
TOTEX	11014.29

Indicator	Value [ktCO2-eq/y]
GWP_construction	277.29
GWP_op	22722.71
GWP_total	23000.00
