Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
CCGT_CCS	5.897580	5.897580	5.897580	3.325225	1.152679	0.000000	0.000000	0.211513	4.196408	5.077724	5.897580	5.897580
WIND	1.696000	1.484000	1.484000	0.954000	0.901000	0.742000	0.795000	0.742000	0.848000	1.484000	1.643000	1.802000
HYDRO_DAM_EXISTING	2.020000	2.020000	1.535200	1.292800	1.696800	2.262400	2.181600	2.100800	2.343200	1.696800	1.696800	1.858400
HYDRO_DAM	0.110000	0.110000	0.083600	0.070400	0.092400	0.123200	0.118800	0.114400	0.127600	0.092400	0.092400	0.101200
HYDRO_RIVER_EXISTING	1.140000	0.988000	1.178000	1.672000	2.356000	2.926000	2.926000	2.698000	2.090000	1.406000	1.330000	1.292000
HYDRO_RIVER	0.255000	0.221000	0.263500	0.374000	0.527000	0.654500	0.654500	0.603500	0.467500	0.314500	0.297500	0.289000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.576594	0.627775	0.627775	0.627775	0.627775	0.627775	0.015143	0.000000	0.000000
IND_BOILER_WASTE	1.598174	1.598174	1.389082	0.507310	0.456129	0.456129	0.456129	0.456129	0.456129	1.068762	1.593798	1.598174
IND_HEATER_ELEC	0.000000	0.000000	0.209092	0.514269	0.514269	0.514269	0.514269	0.514269	0.514269	0.514269	0.004376	0.000000
DHN_HP_ELEC	0.272764	0.272764	0.272764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093873	0.272764	0.272764
DHN_BOILER_GAS	0.252714	0.245007	0.036912	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057053	0.382195
DHN_GEOTHERMAL	0.330718	0.330718	0.330718	0.169945	0.036148	0.036148	0.036148	0.036148	0.125346	0.330718	0.330718	0.330718
DEC_HP_ELEC	9.116249	8.948682	6.608192	1.506839	0.000000	0.000000	0.000000	0.000000	0.995227	4.324118	6.966588	10.548289
DEC_THERMAL_HP_GAS	1.164604	1.154120	0.871068	0.231160	0.049168	0.049168	0.049168	0.049168	0.170496	0.577532	0.898465	1.340725
DEC_BOILER_GAS	3.455568	3.424462	2.584600	0.685890	0.145890	0.145890	0.145890	0.145890	0.505890	1.713632	2.665890	3.978148
DEC_BOILER_OIL	1.727784	1.712231	1.292300	0.342945	0.072945	0.072945	0.072945	0.072945	0.252945	0.856816	1.332945	1.989074
THERMAL_SOLAR	0.167987	0.251981	0.335975	0.335975	0.391971	0.391971	0.391971	0.391971	0.363973	0.279979	0.195985	0.139990
DEC_HEATER_ELEC	1.645647	1.630833	1.230865	0.326642	0.069477	0.069477	0.069477	0.069477	0.240920	0.816084	1.269578	1.894516
H2_ELECTROLYSIS	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283	1.002283
PYROLYSIS	1.027397	1.027397	1.027397	1.027397	0.764073	0.764073	0.764073	0.764073	0.976473	1.027397	1.027397	1.027397

Resource [GW]
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
DIESEL	0.000000	0.000000	0.000000	0.000000	0.263325	0.263325	0.263325	0.263325	0.050925	0.000000	0.000000	0.000000
OIL	1.011388	0.993035	0.497517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.545478	1.319710
NG	4.888896	4.839021	3.492387	0.916216	0.194881	0.194881	0.194881	0.194881	0.675771	2.289079	3.622727	5.726802
NG_CCS	10.320765	10.320765	10.320765	5.819144	2.017188	0.000000	0.000000	0.370148	7.343714	8.886017	10.320765	10.320765
WOOD	1.541096	1.541096	1.541096	1.541096	1.146109	1.146109	1.146109	1.146109	1.464709	1.541096	1.541096	1.541096
WASTE	1.949772	1.949772	1.694680	0.618919	0.556478	0.556478	0.556478	0.556478	0.556478	1.303889	1.944433	1.949772

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_DIESEL	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776	0.570776
BUS_NG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BUS_FC	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553	1.141553
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
