Indicator	Value [MCHF/y]
CAPEX	8361.12
OPEX	3136.41
TOTEX	11497.53

Indicator	Value [ktCO2-eq/y]
GWP_construction	350.70
GWP_op	13649.30
GWP_total	14000.00
