Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	508.849993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	723.966814	2400.000000	2400.000000	2271.487852	1075.368584
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.973074	2.327824	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.761450	0.757217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178489	1.607687
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
