Indicator	Value [MCHF/y]
CAPEX	6741.38
OPEX	4271.91
TOTEX	11013.29

Indicator	Value [ktCO2-eq/y]
GWP_construction	272.17
GWP_op	23727.83
GWP_total	24000.00
