Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	554.992837	62.417697	0.000000	0.000000	0.000000	886.555276	1755.504144	2400.000000	2277.152067	2400.000000	2132.705248	1091.234601
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.231327	1.167942	0.866258	0.000000	0.165118	0.000000	0.000000
HYDRO_TO_ELEC	0.720755	0.732999	0.083895	0.000000	0.000000	0.000000	0.000000	0.000000	0.170622	0.000000	0.371243	1.399826
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
