Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	523.666176	0.000000	0.000000	0.000000	0.000000	348.949990	815.301438	876.727579	1571.163035	2400.000000	2288.728017	1102.003056
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.484653	0.626816	0.082562	0.964494	1.114028	0.000000	0.000000
HYDRO_TO_ELEC	0.777335	0.779265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154544	1.595060
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
