Indicator	Value [MCHF/y]
CAPEX	7106.61
OPEX	3917.96
TOTEX	11024.57

Indicator	Value [ktCO2-eq/y]
GWP_construction	289.72
GWP_op	20710.28
GWP_total	21000.00
