Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
NUCLEAR	0.590813	0.590813	0.590813	0.590813	0.417924	0.000000	0.285048	0.590813	0.590813	0.590813	0.590813	0.590813
HYDRO_DAM_EXISTING	2.020000	2.020000	1.535200	1.292800	1.696800	2.262400	2.181600	2.100800	2.343200	1.696800	1.696800	1.858400
HYDRO_DAM	0.110000	0.110000	0.083600	0.070400	0.092400	0.123200	0.118800	0.114400	0.127600	0.092400	0.092400	0.101200
HYDRO_RIVER_EXISTING	1.140000	0.988000	1.178000	1.672000	2.356000	2.926000	2.926000	2.698000	2.090000	1.406000	1.330000	1.292000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.422510	0.422510	0.422510	0.422510	0.422510	0.422510	0.000000	0.000000	0.000000
IND_BOILER_COAL	0.302337	0.302337	0.302337	0.000000	0.302337	0.302337	0.302337	0.302337	0.236831	0.302337	0.302337	0.302337
IND_BOILER_WASTE	1.295837	1.295837	1.295837	1.175664	0.702323	0.702323	0.702323	0.702323	0.767829	1.295837	1.295837	1.295837
IND_HEATER_ELEC	0.000000	0.000000	0.000000	0.000000	0.171004	0.171004	0.171004	0.171004	0.171004	0.000000	0.000000	0.000000
DEC_HP_ELEC	8.638920	8.561155	6.461500	1.714726	0.364726	0.364726	0.364726	0.364726	1.264726	4.284081	6.664726	9.945371
DEC_THERMAL_HP_GAS	2.020800	2.002609	1.511462	0.401106	0.085316	0.085316	0.085316	0.085316	0.295842	1.002124	1.559000	2.326403
DEC_BOILER_GAS	4.890336	4.846314	3.657738	0.970675	0.206465	0.206465	0.206465	0.206465	0.715938	2.425141	3.772781	5.629894
DEC_BOILER_OIL	1.727784	1.712231	1.292300	0.342945	0.072945	0.072945	0.072945	0.072945	0.252945	0.856816	1.332945	1.989074
H2_FROM_GAS	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726
PYROLYSIS	0.873288	0.873288	0.873288	0.860986	0.542386	0.542386	0.542386	0.542386	0.754786	0.873288	0.873288	0.873288

Resource [GW]
ELECTRICITY	4.213495	4.219199	3.530564	1.382282	0.000000	0.000000	0.000000	0.000000	0.000000	2.487364	0.262772	4.951140
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
DIESEL	0.000000	0.000000	0.000000	0.012302	0.330902	0.330902	0.330902	0.330902	0.118502	0.000000	0.000000	0.000000
OIL	1.165497	1.147145	0.651626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137755	0.699588	1.473820
NG	8.296866	8.235815	6.587426	2.860848	1.800995	1.800995	1.800995	1.800995	2.507564	4.877987	6.746974	9.322530
WOOD	1.309932	1.309932	1.309932	1.291479	0.813579	0.813579	0.813579	0.813579	1.132179	1.309932	1.309932	1.309932
COAL	0.368851	0.368851	0.368851	0.000000	0.368851	0.368851	0.368851	0.368851	0.288933	0.368851	0.368851	0.368851
URANIUM	1.595194	1.595194	1.595194	1.595194	1.128395	0.000000	0.769629	1.595194	1.595194	1.595194	1.595194	1.595194
WASTE	1.580921	1.580921	1.580921	1.434310	0.856834	0.856834	0.856834	0.856834	0.936752	1.580921	1.580921	1.580921

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_NG	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
