Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
NUCLEAR	4.030643	4.030643	4.030643	3.791107	2.044414	0.639393	0.707549	2.626635	4.030643	4.030643	4.030643	4.030643
HYDRO_DAM_EXISTING	2.020000	2.020000	1.535200	1.292800	1.696800	2.262400	2.181600	2.100800	2.343200	1.696800	1.696800	1.858400
HYDRO_DAM	0.110000	0.110000	0.083600	0.070400	0.092400	0.123200	0.118800	0.114400	0.127600	0.092400	0.092400	0.101200
HYDRO_RIVER_EXISTING	1.140000	0.988000	1.178000	1.672000	2.356000	2.926000	2.926000	2.698000	2.090000	1.406000	1.330000	1.292000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.474134	0.769134	0.769134	0.769134	0.769134	0.572468	0.000000	0.000000	0.000000
IND_BOILER_WASTE	1.598174	1.598174	1.598174	0.704373	0.409373	0.409373	0.409373	0.409373	0.606039	1.598174	1.598174	1.598174
IND_HEATER_ELEC	0.000000	0.000000	0.000000	0.419667	0.419667	0.419667	0.419667	0.419667	0.419667	0.000000	0.000000	0.000000
DEC_HP_ELEC	8.638920	8.561155	6.461500	1.714726	0.364726	0.364726	0.364726	0.364726	1.264726	4.284081	6.664726	9.945371
DEC_THERMAL_HP_GAS	2.020800	2.002609	1.511462	0.401106	0.085316	0.085316	0.085316	0.085316	0.295842	1.002124	1.559000	2.326403
DEC_BOILER_GAS	4.890336	4.846314	3.657738	0.970675	0.206465	0.206465	0.206465	0.206465	0.715938	2.425141	3.772781	5.629894
DEC_BOILER_OIL	1.727784	1.712231	1.292300	0.342945	0.072945	0.072945	0.072945	0.072945	0.252945	0.856816	1.332945	1.989074
H2_ELECTROLYSIS	0.000000	0.000000	0.000000	0.739726	0.739726	0.739726	0.739726	0.739726	0.739726	0.515560	0.000000	0.000000
H2_FROM_GAS	0.739726	0.739726	0.739726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224166	0.739726	0.739726
PYROLYSIS	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740	0.916740

Resource [GW]
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
OIL	1.122045	1.103692	0.608174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094303	0.656135	1.430367
NG	8.246976	8.185925	6.537536	1.827122	0.767269	0.767269	0.767269	0.767269	1.473838	4.142401	6.697084	9.272640
WOOD	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111	1.375111
URANIUM	10.882737	10.882737	10.882737	10.235988	5.519918	1.726362	1.910382	7.091914	10.882737	10.882737	10.882737	10.882737
WASTE	1.949772	1.949772	1.949772	0.859335	0.499435	0.499435	0.499435	0.499435	0.739368	1.949772	1.949772	1.949772

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_DIESEL	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936	0.160936
BUS_NG	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393	1.551393
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
