Indicator	Value [MCHF/y]
CAPEX	6660.05
OPEX	4691.13
TOTEX	11351.19

Indicator	Value [ktCO2-eq/y]
GWP_construction	270.93
GWP_op	20729.07
GWP_total	21000.00
