Indicator	Value [MCHF/y]
CAPEX	6784.83
OPEX	4691.13
TOTEX	11475.96

Indicator	Value [ktCO2-eq/y]
GWP_construction	279.66
GWP_op	18720.34
GWP_total	19000.00
