Indicator	Value [MCHF/y]
CAPEX	15867.85
OPEX	2689.80
TOTEX	18557.64

Indicator	Value [ktCO2-eq/y]
GWP_construction	701.33
GWP_op	8292.01
GWP_total	8993.33
