Indicator	Value [MCHF/y]
CAPEX	6506.71
OPEX	4691.13
TOTEX	11197.84

Indicator	Value [ktCO2-eq/y]
GWP_construction	260.20
GWP_op	23739.80
GWP_total	24000.00
