Indicator	Value [MCHF/y]
CAPEX	6426.24
OPEX	4584.05
TOTEX	11010.29

Indicator	Value [ktCO2-eq/y]
GWP_construction	257.00
GWP_op	26723.31
GWP_total	26980.31
