Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	621.024000	2400.000000	2400.000000	2188.297456	0.000000
P2G_STORAGE	4725.712103	6677.527989	7274.779251	6575.532355	5151.544382	3773.491504	2349.503530	925.515557	0.000000	0.000000	25.895252	2516.923924

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.834710	2.470800	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294031	2.941260
POWER_TO_GAS	4.496608	4.536237	8.211571	8.589441	8.589441	8.589441	8.589441	8.589441	8.589441	8.589441	8.589441	6.607728
GAS_TO_POWER	0.302749	0.373277	4.017041	5.560082	6.267189	6.267189	6.267189	6.267189	5.795784	4.831681	4.804707	1.205760
