Indicator	Value [MCHF/y]
CAPEX	6635.64
OPEX	4376.64
TOTEX	11012.28

Indicator	Value [ktCO2-eq/y]
GWP_construction	267.06
GWP_op	24732.94
GWP_total	25000.00
