Indicator	Value [MCHF/y]
CAPEX	25668.54
OPEX	4556.41
TOTEX	30224.95

Indicator	Value [ktCO2-eq/y]
GWP_construction	1359.65
GWP_op	6333.35
GWP_total	7693.00
