Indicator	Value [MCHF/y]
CAPEX	6604.25
OPEX	4691.13
TOTEX	11295.39

Indicator	Value [ktCO2-eq/y]
GWP_construction	267.02
GWP_op	21732.98
GWP_total	22000.00
