Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
CCGT_CCS	6.355120	6.355120	6.355120	3.739249	1.656785	0.115022	0.183178	0.547378	4.553241	6.147377	6.355120	6.355120
HYDRO_DAM_EXISTING	2.020000	2.020000	1.535200	1.292800	1.696800	2.262400	2.181600	2.100800	2.343200	1.696800	1.696800	1.858400
HYDRO_DAM	0.110000	0.110000	0.083600	0.070400	0.092400	0.123200	0.118800	0.114400	0.127600	0.092400	0.092400	0.101200
HYDRO_RIVER_EXISTING	1.140000	0.988000	1.178000	1.672000	2.356000	2.926000	2.926000	2.698000	2.090000	1.406000	1.330000	1.292000
HYDRO_RIVER	0.255000	0.221000	0.263500	0.374000	0.527000	0.654500	0.654500	0.603500	0.467500	0.314500	0.297500	0.289000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.598048	0.598048	0.598048	0.598048	0.598048	0.598048	0.036597	0.000000	0.000000
IND_BOILER_WASTE	1.598174	1.598174	1.423008	0.594550	0.594550	0.594550	0.594550	0.594550	0.594550	1.156002	1.598174	1.598174
IND_HEATER_ELEC	0.000000	0.000000	0.175166	0.405575	0.405575	0.405575	0.405575	0.405575	0.405575	0.405575	0.000000	0.000000
DEC_HP_ELEC	9.096892	8.935467	6.608393	1.524118	0.026044	0.000000	0.000000	0.000000	1.016079	4.328245	6.956288	10.522278
DEC_THERMAL_HP_GAS	2.020800	2.002609	1.511462	0.401106	0.085316	0.085316	0.085316	0.085316	0.295842	1.002124	1.559000	2.326403
DEC_BOILER_GAS	3.455568	3.424462	2.584600	0.685890	0.145890	0.145890	0.145890	0.145890	0.505890	1.713632	2.665890	3.978148
DEC_BOILER_OIL	1.727784	1.712231	1.292300	0.342945	0.072945	0.072945	0.072945	0.072945	0.252945	0.856816	1.332945	1.989074
THERMAL_SOLAR	0.156263	0.234395	0.312527	0.312527	0.364615	0.390658	0.390658	0.390658	0.338571	0.260439	0.182307	0.130219
DEC_HEATER_ELEC	0.820532	0.813146	0.613719	0.162866	0.034642	0.034642	0.034642	0.034642	0.120125	0.406906	0.633021	0.944620
H2_ELECTROLYSIS	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717	0.865717
PYROLYSIS	1.050567	1.050567	1.050567	1.050567	0.731967	0.731967	0.731967	0.731967	0.944367	1.050567	1.050567	1.050567

Resource [GW]
GASOLINE	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411	0.890411
DIESEL	0.000000	0.000000	0.000000	0.000000	0.318600	0.318600	0.318600	0.318600	0.106200	0.000000	0.000000	0.000000
OIL	0.988218	0.969865	0.474347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.522308	1.296540
NG	5.347080	5.300365	4.039050	1.187543	0.376564	0.376564	0.376564	0.376564	0.917217	2.731019	4.161133	6.131899
NG_CCS	11.121459	11.121459	11.121459	6.543685	2.899373	0.201289	0.320562	0.957912	7.968172	10.757910	11.121459	11.121459
WOOD	1.575851	1.575851	1.575851	1.575851	1.097951	1.097951	1.097951	1.097951	1.416551	1.575851	1.575851	1.575851
WASTE	1.949772	1.949772	1.736070	0.725351	0.725351	0.725351	0.725351	0.725351	0.725351	1.410322	1.949772	1.949772

Mobility [Mpkm/h] or [Mtkm/h]
CAR_GASOLINE	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_DIESEL	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
CAR_PHEV	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164	0.856164
CAR_BEV	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493	2.568493
CAR_FC	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329	1.712329
BUS_DIESEL	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592	0.656592
BUS_NG	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949	0.507949
BUS_FC	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788	0.547788
TRAIN_PUBLIC	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434	3.995434
TRAIN_FREIGHT	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174	1.598174
TRUCK_FREIGHT_FC	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260	2.397260
