Indicator	Value [MCHF/y]
CAPEX	7542.54
OPEX	5136.79
TOTEX	12679.33

Indicator	Value [ktCO2-eq/y]
GWP_construction	350.88
GWP_op	13649.12
GWP_total	14000.00
